,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1213,Escuela Militar,-33.41385214,-70.58335179,Salcobrand,-33.41159353489603,-70.58696564876293,Pharmacy
1214,Escuela Militar,-33.41385214,-70.58335179,Edificio Bachelor,-33.41406236633671,-70.58575026395863,Residential Building (Apartment / Condo)
1215,Escuela Militar,-33.41385214,-70.58335179,Doner House,-33.41469415494997,-70.58511871751743,Middle Eastern Restaurant
1216,Escuela Militar,-33.41385214,-70.58335179,OK Market,-33.41413850439115,-70.58403758999677,Convenience Store
1217,Escuela Militar,-33.41385214,-70.58335179,De La Plaza,-33.41484258891216,-70.58791841330576,Restaurant
1218,Escuela Militar,-33.41385214,-70.58335179,Parada 1 (M) Escuela Militar,-33.413165493236654,-70.58180796881776,Bus Stop
1219,Escuela Militar,-33.41385214,-70.58335179,Castano Malaga,-33.41608598126708,-70.58664865872936,Bakery
1220,Escuela Militar,-33.41385214,-70.58335179,Niu Sushi,-33.41185657721468,-70.57863345598503,Sushi Restaurant
1221,Escuela Militar,-33.41385214,-70.58335179,Grazia,-33.41144054688629,-70.57951331662447,Café
1222,Escuela Militar,-33.41385214,-70.58335179,Hotel Leonardo Da Vinci,-33.41657029857777,-70.58603880489352,Hotel
1223,Escuela Militar,-33.41385214,-70.58335179,Di Pietro Pizzas,-33.411849155561576,-70.57864116919133,Pizza Place
1224,Escuela Militar,-33.41385214,-70.58335179,Apart Hotel Alessandria,-33.4131309793206,-70.57898907916771,Hotel
1225,Escuela Militar,-33.41385214,-70.58335179,Piscina Escuela Militar,-33.40957219221999,-70.58261428025793,Pool
1226,Manquehue,-33.40923904,-70.56861682,Café Diario,-33.40867948613349,-70.57084264080832,Coffee Shop
1227,Manquehue,-33.40923904,-70.56861682,Best Western Premier Marina,-33.4077977,-70.570906,Hotel
1228,Manquehue,-33.40923904,-70.56861682,Zmart,-33.41006117542576,-70.56734499553741,Video Game Store
1229,Manquehue,-33.40923904,-70.56861682,Icon Hotel,-33.40796763663982,-70.56803844538626,Hotel
1230,Manquehue,-33.40923904,-70.56861682,Shopping Arauco,-33.407548972470366,-70.57119398407545,Gift Shop
1231,Manquehue,-33.40923904,-70.56861682,Don RAFFE,-33.4103183024628,-70.56801455256577,Café
1232,Manquehue,-33.40923904,-70.56861682,Starbucks,-33.407220184745924,-70.57170222102586,Coffee Shop
1233,Manquehue,-33.40923904,-70.56861682,Cardio Pilates,-33.40755800450801,-70.5725380551305,Gym / Fitness Center
1234,Manquehue,-33.40923904,-70.56861682,Tienda Cuatroglaciares,-33.408319794286484,-70.56409120559692,Mobile Phone Shop
1235,Manquehue,-33.40923904,-70.56861682,Café Martina,-33.407910966249595,-70.56895651057243,Coffee Shop
1236,Manquehue,-33.40923904,-70.56861682,PICK A DELI,-33.40955652409489,-70.57192791696845,Deli / Bodega
1237,Manquehue,-33.40923904,-70.56861682,French Beauty,-33.410053641893526,-70.56704856757513,Cosmetics Shop
1238,Manquehue,-33.40923904,-70.56861682,Max Denegri,-33.40843743649307,-70.56671316347568,Shoe Store
1239,Manquehue,-33.40923904,-70.56861682,Freshy,-33.410078694020775,-70.56739007885872,Restaurant
1240,Manquehue,-33.40923904,-70.56861682,Don Valentín,-33.407561131177204,-70.56492955778553,Spanish Restaurant
1241,Manquehue,-33.40923904,-70.56861682,Mirax Hobbies,-33.410075045055706,-70.56805666818688,Toy / Game Store
1242,Manquehue,-33.40923904,-70.56861682,Soler Curicó,-33.40510133541367,-70.57040589009159,Sandwich Place
1243,Manquehue,-33.40923904,-70.56861682,Plaza La Capitanía,-33.413297569818745,-70.57051855513929,Playground
1244,Manquehue,-33.40923904,-70.56861682,Las Vacas Gordas,-33.40750828019506,-70.56458637681767,BBQ Joint
1245,Manquehue,-33.40923904,-70.56861682,Papa John's,-33.40807760939292,-70.5636621666823,Pizza Place
1246,Manquehue,-33.40923904,-70.56861682,Quick Lunch Alemán,-33.4083411186693,-70.56599345441785,Sandwich Place
1247,Manquehue,-33.40923904,-70.56861682,Dr. Scholl's,-33.41255990214137,-70.56571107115012,Spa
1248,Manquehue,-33.40923904,-70.56861682,Edificio Urbano 555,-33.411859784226706,-70.56690887900382,Building
1249,Manquehue,-33.40923904,-70.56861682,Norus Apart Hotel & Resort,-33.41212566679795,-70.56682935906694,Hotel
1250,Manquehue,-33.40923904,-70.56861682,Spa Nails & More,-33.40718241167876,-70.56533518734493,Cosmetics Shop
1251,Manquehue,-33.40923904,-70.56861682,La Leona,-33.40764679744159,-70.56508058423785,Pizza Place
1252,Manquehue,-33.40923904,-70.56861682,The New Yorker,-33.405347731330004,-70.57058030320435,Sandwich Place
1253,Manquehue,-33.40923904,-70.56861682,La Tasca de Altamar,-33.40748599661767,-70.56483938966345,Seafood Restaurant
1254,Manquehue,-33.40923904,-70.56861682,Procircuit,-33.41160376281144,-70.56609478042682,Bike Shop
1255,Manquehue,-33.40923904,-70.56861682,Gaon,-33.41269955341803,-70.56568516017435,Korean Restaurant
1256,Manquehue,-33.40923904,-70.56861682,Econorent,-33.41180950659388,-70.56595844478663,Rental Car Location
1257,Manquehue,-33.40923904,-70.56861682,Nova Vida,-33.41103974287194,-70.56838299671624,Spa
1258,Manquehue,-33.40923904,-70.56861682,Apoquindo Plaza,-33.41129186007187,-70.56857809947574,Shopping Mall
1259,Hernando de Magallanes,-33.40802118,-70.55582738,Crudo y Sin Censura Las Condes,-33.40793810449052,-70.55663309402138,Restaurant
1260,Hernando de Magallanes,-33.40802118,-70.55582738,Espacio Dulce Chile,-33.405647,-70.5574,Coffee Shop
1261,Hernando de Magallanes,-33.40802118,-70.55582738,Socialipet,-33.40523940286372,-70.55834120064327,Pet Store
1262,Hernando de Magallanes,-33.40802118,-70.55582738,Piscina Stadio Italiano,-33.40782958159891,-70.5609091595984,Pool
1263,Hernando de Magallanes,-33.40802118,-70.55582738,Triumph,-33.406177672738174,-70.55963420003899,Motorcycle Shop
1264,Hernando de Magallanes,-33.40802118,-70.55582738,Restaurante Piedras,-33.40733317146316,-70.551372786589,Restaurant
1265,Hernando de Magallanes,-33.40802118,-70.55582738,Tienda Portal Magic,-33.40796216402696,-70.55656699273432,Toy / Game Store
1266,Hernando de Magallanes,-33.40802118,-70.55582738,Plaza Hernando de Magallanes / Apoquindo,-33.40812043324351,-70.55617411200694,Plaza
1267,Hernando de Magallanes,-33.40802118,-70.55582738,Piscina Parque Privado,-33.40846,-70.559349,Pool
1268,Hernando de Magallanes,-33.40802118,-70.55582738,Crocante,-33.41029060633089,-70.55232271361169,Bakery
1269,Hernando de Magallanes,-33.40802118,-70.55582738,Pastelería Violeta,-33.4036621,-70.5561216,Bakery
1270,Hernando de Magallanes,-33.40802118,-70.55582738,Mr Wong,-33.406788676892084,-70.56083671805231,Chinese Restaurant
1271,Hernando de Magallanes,-33.40802118,-70.55582738,Tip y Tap,-33.406423334394894,-70.55974113856281,Sandwich Place
1272,Hernando de Magallanes,-33.40802118,-70.55582738,Rocoto,-33.40451673132927,-70.55726781725626,Peruvian Restaurant
1273,Hernando de Magallanes,-33.40802118,-70.55582738,Maho sushi,-33.40843283395575,-70.55225241326926,Japanese Restaurant
1274,Hernando de Magallanes,-33.40802118,-70.55582738,Restaurante Las Palmeras,-33.40750839905403,-70.55164817846173,Molecular Gastronomy Restaurant
1275,Hernando de Magallanes,-33.40802118,-70.55582738,Panadería Cordillera,-33.40512231321066,-70.5578469735518,Bakery
1276,Hernando de Magallanes,-33.40802118,-70.55582738,Barbanegra,-33.40850536638312,-70.55133743109148,Cocktail Bar
1277,Hernando de Magallanes,-33.40802118,-70.55582738,Restaurant El Castillo,-33.408007655833494,-70.55584226842309,Restaurant
1278,Hernando de Magallanes,-33.40802118,-70.55582738,Eco Sushi,-33.40684403724335,-70.560988026085,Sushi Restaurant
1279,Hernando de Magallanes,-33.40802118,-70.55582738,Tavelli,-33.405001660238455,-70.5574235387682,Café
1280,Hernando de Magallanes,-33.40802118,-70.55582738,Villa de la Vida Natural,-33.41138971983488,-70.55285664734981,Neighborhood
1281,Hernando de Magallanes,-33.40802118,-70.55582738,La Fuente Chica,-33.40846390148492,-70.55084406517395,Sandwich Place
1282,Hernando de Magallanes,-33.40802118,-70.55582738,Natural Sushi,-33.406783822523515,-70.56099725798896,Sushi Restaurant
1283,Hernando de Magallanes,-33.40802118,-70.55582738,La Picá del Sandwich,-33.406839718717684,-70.56093627220328,Sandwich Place
1284,Hernando de Magallanes,-33.40802118,-70.55582738,Salcobrand,-33.40856185985047,-70.55173103343992,Pharmacy
1285,Hernando de Magallanes,-33.40802118,-70.55582738,Burger King,-33.4107325003655,-70.5589105682347,Fast Food Restaurant
1286,Hernando de Magallanes,-33.40802118,-70.55582738,Barbazul,-33.408560547010396,-70.5505780756403,Pub
1287,Los Dominicos,-33.40797314,-70.54487946,Plaza Los Dominicos,-33.408197153435765,-70.54484467735435,Plaza
1288,Los Dominicos,-33.40797314,-70.54487946,Pista de Patinaje,-33.4072148818624,-70.54467476932871,Skating Rink
1289,Los Dominicos,-33.40797314,-70.54487946,Tutto Pizzas,-33.40830410538936,-70.54818681350002,Pizza Place
1290,Los Dominicos,-33.40797314,-70.54487946,Mall Plaza Los Dominicos,-33.40975272321169,-70.54202099430229,Shopping Mall
1291,Los Dominicos,-33.40797314,-70.54487946,Centro Artesanal Los Dominicos,-33.40833759306283,-70.54118466218803,Arts & Crafts Store
1292,Los Dominicos,-33.40797314,-70.54487946,Sushi Misotorino,-33.4063961478909,-70.54395574178699,Japanese Restaurant
1293,Los Dominicos,-33.40797314,-70.54487946,Empanadas Las Hermanas,-33.41052957501298,-70.54523478527295,Latin American Restaurant
1294,Los Dominicos,-33.40797314,-70.54487946,Upa!,-33.409112863295746,-70.54483131572762,Convenience Store
1295,Los Dominicos,-33.40797314,-70.54487946,Pueblito de los Domínicos,-33.40836609941199,-70.54118169325604,Arts & Crafts Store
1296,Los Dominicos,-33.40797314,-70.54487946,Panaderia Los Dominicos,-33.41121541794809,-70.54590410540249,Bakery
1297,Los Dominicos,-33.40797314,-70.54487946,Parque Montegrande,-33.40591588657069,-70.54813314444043,Park
1298,Los Dominicos,-33.40797314,-70.54487946,Carnaval Online,-33.405056969835066,-70.54445339799936,Arts & Crafts Store
1299,Los Dominicos,-33.40797314,-70.54487946,Amicci,-33.40864428547297,-70.5500395244969,Italian Restaurant
1300,Los Dominicos,-33.40797314,-70.54487946,Feria Los Domínicos,-33.408081824473136,-70.54409518276302,Restaurant
1301,Los Dominicos,-33.40797314,-70.54487946,Botillería Luz De Luna,-33.41097454130216,-70.54560396680304,Sports Bar
1302,Los Dominicos,-33.40797314,-70.54487946,Unimarc,-33.409376269053766,-70.54449525598586,Grocery Store
1303,Los Dominicos,-33.40797314,-70.54487946,Farmacias Cruz Verde,-33.40839361230328,-70.54545047903083,Pharmacy
1304,Los Dominicos,-33.40797314,-70.54487946,Botilleria Los Dominicos,-33.41114382408633,-70.54587286782217,Liquor Store
1305,Los Dominicos,-33.40797314,-70.54487946,paradero PC1067,-33.408623860479075,-70.54494998415228,Bus Station
1306,Los Dominicos,-33.40797314,-70.54487946,Paradero Los Domínicos/Vilanova,-33.408222,-70.546236,Bus Station
1307,Los Dominicos,-33.40797314,-70.54487946,Pml Los Dominicos,-33.40818271100693,-70.54557086546392,Platform
1308,Los Dominicos,-33.40797314,-70.54487946,Ktm Motorcycles,-33.40830891614897,-70.54669424463314,Motorcycle Shop
1309,Los Dominicos,-33.40797314,-70.54487946,Parada 6 - Metro Los Domínicos (PC121),-33.40790930326336,-70.54601249230706,Bus Station
1310,Los Dominicos,-33.40797314,-70.54487946,Corrida McDonald's 5k - Las Mujeres Corremos,-33.40844404838247,-70.5438453509872,Other Great Outdoors
1311,Los Dominicos,-33.40797314,-70.54487946,Salcobrand Los Dominicos,-33.40964542343156,-70.54419976346995,Pharmacy
1312,Los Dominicos,-33.40797314,-70.54487946,SS Delivery,-33.41077372778109,-70.54177522659302,Sushi Restaurant
1313,Los Dominicos,-33.40797314,-70.54487946,Teatro,-33.40828919994952,-70.54160266955519,Theater
1314,Los Dominicos,-33.40797314,-70.54487946,Top Roll,-33.41087856265397,-70.54570456126149,Japanese Restaurant
1315,Los Dominicos,-33.40797314,-70.54487946,Pérgola,-33.40823061810154,-70.54107976313823,Restaurant
1316,Vespucio Norte,-33.38067059,-70.64653007,Zona WiFi Vespucio Norte,-33.380851608999656,-70.64610242843628,Internet Cafe
1317,Vespucio Norte,-33.38067059,-70.64653007,Steward,-33.38143393679552,-70.64229369163513,Convenience Store
1318,Vespucio Norte,-33.38067059,-70.64653007,Farmacias Cruz Verde,-33.380971415226504,-70.64762519959332,Pharmacy
1319,Vespucio Norte,-33.38067059,-70.64653007,San Camilo,-33.38079826153141,-70.64672139772807,Bakery
1320,Vespucio Norte,-33.38067059,-70.64653007,Xs Market,-33.38080915448306,-70.64665302307871,Coffee Shop
1321,Vespucio Norte,-33.38067059,-70.64653007,Estación Intermodal Vespucio Norte,-33.38066158213585,-70.64729512030773,Bus Station
1322,Vespucio Norte,-33.38067059,-70.64653007,Sala Colación Pml Vespucio norte,-33.380824040345885,-70.64672310462473,Café
1323,Vespucio Norte,-33.38067059,-70.64653007,Parada metro Vespucio Norte,-33.38226111203778,-70.64794143491527,Bus Station
1324,Vespucio Norte,-33.38067059,-70.64653007,Paradero Vespucio Norte PB121,-33.38102617656821,-70.64400402650942,Bus Station
1325,Vespucio Norte,-33.38067059,-70.64653007,Canchas De Calle G,-33.38067862188314,-70.65125873490867,Soccer Stadium
1326,Vespucio Norte,-33.38067059,-70.64653007,Almacen Zapadores,-33.38384130416086,-70.64973380000234,Grocery Store
1327,Vespucio Norte,-33.38067059,-70.64653007,Lapiz López,-33.37988080684801,-70.64605921123876,Paper / Office Supplies Store
1328,Zapadores,-33.39094759,-70.64253802,Sushi Humo,-33.389817166918014,-70.642484358565,Sushi Restaurant
1329,Zapadores,-33.39094759,-70.64253802,Yun Fa comida China,-33.39021479798539,-70.64243788743768,Chinese Restaurant
1330,Zapadores,-33.39094759,-70.64253802,Kiosco Soto Vidal,-33.391776,-70.642665,Food Truck
1331,Zapadores,-33.39094759,-70.64253802,Cancha Piramide,-33.392215373216175,-70.63952181532218,Soccer Field
1332,Dorsal,-33.39677604,-70.64283333,Hong Fu,-33.39759292014321,-70.64273073558573,Asian Restaurant
1333,Dorsal,-33.39677604,-70.64283333,Estadio Recoleta,-33.39913802234393,-70.64244369632884,Stadium
1334,Dorsal,-33.39677604,-70.64283333,Piscina Municipal Recoleta,-33.39874230013254,-70.64159995928395,Pool
1335,Dorsal,-33.39677604,-70.64283333,Feria libre La Serena,-33.39519580117662,-70.64508673460683,Market
1336,Dorsal,-33.39677604,-70.64283333,Farmacias Cruz Verde,-33.40071393133804,-70.64085205755768,Pharmacy
1337,Einstein,-33.40574021,-70.64325942,Unagi Sushi,-33.40251665925036,-70.64328796881333,Sushi Restaurant
1338,Einstein,-33.40574021,-70.64325942,Marley Coffee,-33.407964454928255,-70.64137485918803,Café
1339,Einstein,-33.40574021,-70.64325942,Pinball House,-33.408228892720324,-70.6432741961987,Pub
1340,Einstein,-33.40574021,-70.64325942,Pacific Gym Recoleta 2,-33.402572697629125,-70.64340316513272,Gym / Fitness Center
1341,Einstein,-33.40574021,-70.64325942,Jamaica Club,-33.40658798381429,-70.64277470285296,Nightclub
1342,Einstein,-33.40574021,-70.64325942,Farmacias Cruz Verde,-33.40574511699972,-70.64310010058287,Pharmacy
1343,Einstein,-33.40574021,-70.64325942,Maicao Perfumeria,-33.405757586930285,-70.64310010058288,Shopping Mall
1344,Einstein,-33.40574021,-70.64325942,Ekono Recoleta & Einstein,-33.40539274968211,-70.6433675242715,Grocery Store
1345,Einstein,-33.40574021,-70.64325942,Parada 4 - Metro Einstein (PB1269),-33.405187652665106,-70.64584769461098,Bus Line
1346,Einstein,-33.40574021,-70.64325942,Felipe Didier,-33.40823935178929,-70.64321627823468,Deli / Bodega
1347,Einstein,-33.40574021,-70.64325942,Empresa Colorpack,-33.40546906707388,-70.64655056500602,Thrift / Vintage Store
1348,Einstein,-33.40574021,-70.64325942,Mei Hua Recoleta,-33.40858021959031,-70.6430841570431,Chinese Restaurant
1349,Cementerios,-33.4140239,-70.6437203,Panaderia Chento,-33.417003833008984,-70.64062551001015,Bakery
1350,Cementerios,-33.4140239,-70.6437203,Buena Vista Club Social,-33.414608971866194,-70.63902224743063,Bar
1351,Cementerios,-33.4140239,-70.6437203,Tip Top,-33.416005628141995,-70.64016660568056,Dessert Shop
1352,Cementerios,-33.4140239,-70.6437203,El Quita Penas,-33.41412298716907,-70.64353682475266,Restaurant
1353,Cementerios,-33.4140239,-70.6437203,Salsoteca Mi Gente,-33.4120846039681,-70.64336663237354,Nightclub
1354,Cementerios,-33.4140239,-70.6437203,Memorial Detenidos Desaparecidos,-33.41276493116078,-70.6445813635638,Sculpture Garden
1355,Cementerios,-33.4140239,-70.6437203,Metro Cementerios,-33.414182506977916,-70.64384944594909,Metro Station
1356,Cementerios,-33.4140239,-70.6437203,Paradero PB763,-33.414171367233635,-70.64094954843894,Bus Station
1357,Cementerios,-33.4140239,-70.6437203,Buenos Aires Tango Club,-33.41652658641576,-70.64356481102352,Nightlife Spot
1358,Cementerios,-33.4140239,-70.6437203,Happydays,-33.41485924598285,-70.64005004003538,Gift Shop
1359,Cementerios,-33.4140239,-70.6437203,Mundo dulce,-33.41595330817768,-70.64039315344162,Dessert Shop
1360,Cerro Blanco,-33.42247649,-70.64504165,Centro Patrimonial Recoleta Dominica,-33.424676328660986,-70.64471496745387,Historic Site
1361,Cerro Blanco,-33.42247649,-70.64504165,Caprice Cake,-33.42233571145723,-70.64248778063543,Bakery
1362,Cerro Blanco,-33.42247649,-70.64504165,Geno Panaderia y Pasteleria,-33.42117371693387,-70.64461040789085,Bakery
1363,Cerro Blanco,-33.42247649,-70.64504165,Polemic,-33.42357020118395,-70.64172494705747,Clothing Store
1364,Cerro Blanco,-33.42247649,-70.64504165,Papa John's,-33.422211288900094,-70.64511089602603,Pizza Place
1365,Cerro Blanco,-33.42247649,-70.64504165,Art Torta,-33.426220683584106,-70.64466849653549,Cupcake Shop
1366,Cerro Blanco,-33.42247649,-70.64504165,Cancha Academia Humanidades,-33.42507294478741,-70.64306070908412,Soccer Stadium
1367,Cerro Blanco,-33.42247649,-70.64504165,Salcobrand,-33.422075256356365,-70.64436435699463,Pharmacy
1368,Cerro Blanco,-33.42247649,-70.64504165,Casa Santos Dumont,-33.421791992787504,-70.64749152388376,Nightclub
1369,Cerro Blanco,-33.42247649,-70.64504165,Tottus Express,-33.42239535390984,-70.64524214615084,Supermarket
1370,Cerro Blanco,-33.42247649,-70.64504165,Farmacias Cruz Verde,-33.423873179635684,-70.64702108098297,Pharmacy
1371,Cerro Blanco,-33.42247649,-70.64504165,Pacific Fitness,-33.421569680733754,-70.6444002539487,Gym / Fitness Center
1372,Cerro Blanco,-33.42247649,-70.64504165,Restaurant China,-33.422478985773054,-70.64221424506474,Chinese Restaurant
1373,Cerro Blanco,-33.42247649,-70.64504165,Parque Cerro Blanco,-33.42198082853651,-70.64547011918539,Park
1374,Cerro Blanco,-33.42247649,-70.64504165,Farmacias Cruz Verde,-33.42375518439256,-70.63988550840514,Pharmacy
1375,Cerro Blanco,-33.42247649,-70.64504165,Plazoleta Av Perú,-33.42224830221061,-70.64034087319843,Dog Run
1376,Patronato,-33.4296276,-70.64715889,Vega Central de Santiago,-33.429454862398735,-70.64910063996095,Farmers Market
1377,Patronato,-33.4296276,-70.64715889,Quesos Arturito,-33.42845683619979,-70.64836917598119,Cheese Shop
1378,Patronato,-33.4296276,-70.64715889,Café Altura,-33.42847340299896,-70.64837805028426,Coffee Shop
1379,Patronato,-33.4296276,-70.64715889,Fruna La VEGA,-33.430804758089344,-70.6493395756719,Candy Store
1380,Patronato,-33.4296276,-70.64715889,Había Una Vez,-33.43168788214635,-70.6440021651666,Tea Room
1381,Patronato,-33.4296276,-70.64715889,Quesos Arturito,-33.42790126844189,-70.64919934009225,Cheese Shop
1382,Patronato,-33.4296276,-70.64715889,Jabri,-33.42874229405875,-70.64556276295767,Mediterranean Restaurant
